央视频道,#genre#
黑龙江哈尔滨霁虹桥,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
河北承德金山岭长城,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
重庆巫山大桥,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8
云南红河月亮小镇,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
江苏徐州之夜,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
陕西西安三河水库,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
山西晋城泫水湖,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
吉林临江门大桥,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
河南南阳德云山景区,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
云南大理无量村古树茶园,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
山东泰山天街,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
河南商丘日月湖,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
云南大理茶马古道,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
北京门头沟黄安坨村,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
安徽西递半山亭,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
北京密云古北水镇,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
湖南邵阳骆驼峰,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
北京黄花城水长城,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
江西赣州水岩乡,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
西藏日喀则珠穆拉玛峰,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
云南保山咖啡产业文化园,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
云南保山新寨咖啡文旅庄园,https://gctxyc.liveplay.myqcloud.com/gc/gccntv241-slf01_1/index.m3u8
湖南武汉黄鹤楼,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
1,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8
2,https://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8
3,https://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8
4,https://gcalic.v.myalicdn.com/gc/jsh02_1/index.m3u8
5,https://gcalic.v.myalicdn.com/gc/szgk01_1/index.m3u8
6,https://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
7,https://gcalic.v.myalicdn.com/gc/pygc01_1/index.m3u8
8,https://gcalic.v.myalicdn.com/gc/pygc01_1/index.m3u8
9,https://gcalic.v.myalicdn.com/gc/xjtchxpt_1/index.m3u8
10,https://gcalic.v.myalicdn.com/gc/tmstmd01_1/index.m3u8
11,https://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
12,https://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
13,https://gcalic.v.myalicdn.com/gc/tms04_1/index.m3u8
14,https://gcalic.v.myalicdn.com/gc/wcyxxc01_1/index.m3u8
15,https://gcalic.v.myalicdn.com/gc/sbd01_1/index.m3u8
16,https://gcalic.v.myalicdn.com/gc/btq01_1/index.m3u8
17,https://gcalic.v.myalicdn.com/gc/jhs02_1/index.m3u8
18,https://gcalic.v.myalicdn.com/gc/ylh03_1/index.m3u8
19,https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8
20,https://gcalic.v.myalicdn.com/gc/hkylxs02_1/index.m3u8
21,https://gcalic.v.myalicdn.com/gc/hkylxs04_1/index.m3u8
22,https://gcalic.v.myalicdn.com/gc/hkylxs07_1/index.m3u8
23,https://gcalic.v.myalicdn.com/gc/hkylxs08_1/index.m3u8
24,https://gcalic.v.myalicdn.com/gc/hkylxs09_1/index.m3u8
25,https://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
26,https://gcalic.v.myalicdn.com/gc/tjhh01_1/index.m3u8
27,https://gcalic.v.myalicdn.com/gc/xcqh01_1/index.m3u8
28,https://gcalic.v.myalicdn.com/gc/zdxq01_1/index.m3u8
29,https://gcalic.v.myalicdn.com/gc/sgns01_1/index.m3u8
30,https://gcalic.v.myalicdn.com/gc/nxsptdmgychlr_1/index.m3u8
31,https://gcalic.v.myalicdn.com/gc/nxsptdmgy_1/index.m3u8
-30,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8
-31,https://gcalic.v.myalicdn.com/gc/ytsbjy_1/index.m3u8
32,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8
33,https://gcalic.v.myalicdn.com/gc/ytszyf_1/index.m3u8
34,https://gcalic.v.myalicdn.com/gc/mdjxxmhjygjt_1/index.m3u8
35,https://gcalic.v.myalicdn.com/gc/wgw04_1/index.m3u8
36,https://gcalic.v.myalicdn.com/gc/dhyyqyyq_1/index.m3u8
37,https://gcalic.v.myalicdn.com/gc/hlxsd_1/index.m3u8
38,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8
39,https://gcalic.v.myalicdn.com/gc/taishan07_1/index.m3u8
40,https://gcalic.v.myalicdn.com/gc/hkts04_1/index.m3u8
41,https://gcalic.v.myalicdn.com/gc/hkts06_1/index.m3u8
42,https://gcalic.v.myalicdn.com/gc/hkts08_1/index.m3u8
43,https://gcalic.v.myalicdn.com/gc/hkts10_1/index.m3u8
44,https://gcalic.v.myalicdn.com/gc/hkts11_1/index.m3u8
46,https://gcalic.v.myalicdn.com/gc/hsmbsh_1/index.m3u8
47,https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8
48,https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8
49,https://gcalic.v.myalicdn.com/gc/tms01_1/index.m3u8
50,https://gcalic.v.myalicdn.com/gc/zhhd01_1/index.m3u8
51,https://gcalic.v.myalicdn.com/gc/zh04_1/index.m3u8
52,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
53,https://gcalic.v.myalicdn.com/gc/yxhcyz_1/index.m3u8
54,https://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8
55,https://gcalic.v.myalicdn.com/gc/bgws7_1/index.m3u8
56,https://gcalic.v.myalicdn.com/gc/bgwn10_1/index.m3u8
57,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8
58,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8
59,https://gcalic.v.myalicdn.com/gc/hgsylztpb_1/index.m3u8
60,https://gcalic.v.myalicdn.com/gc/tyhjtynl_1/index.m3u8
61,https://gcalic.v.myalicdn.com/gc/tyhjntyz_1/index.m3u8
62,https://gcalic.v.myalicdn.com/gc/tyhjrys_1/index.m3u8
63,https://gcalic.v.myalicdn.com/gc/glxs01_1/index.m3u8
64,https://gcalic.v.myalicdn.com/gc/hkhs01_1/index.m3u8
65,https://gcalic.v.myalicdn.com/gc/xymlh_1/index.m3u8
66,https://gcalic.v.myalicdn.com/gc/xysrf_1/index.m3u8
67,https://gcalic.v.myalicdn.com/gc/dlst02_1/index.m3u8
68,https://gcalic.v.myalicdn.com/gc/qdls04_1/index.m3u8
69,https://gcalic.v.myalicdn.com/gc/qdls01_1/index.m3u8
70,https://gcalic.v.myalicdn.com/gc/syns01_1/index.m3u8
71,https://gcalic.v.myalicdn.com/gc/xdfjq01_1/index.m3u8
72,https://gcalic.v.myalicdn.com/gc/hhdxg01_1/index.m3u8
73,https://gcalic.v.myalicdn.com/gc/zsslsgc_1/index.m3u8
74,https://gcalic.v.myalicdn.com/gc/wygjt1_1/index.m3u8
75,https://gcalic.v.myalicdn.com/gc/jshhd01_1/index.m3u8
76,https://gcalic.v.myalicdn.com/gc/dxsdtts_1/index.m3u8
77,https://gcalic.v.myalicdn.com/gc/dxssyt_1/index.m3u8
78,https://gcalic.v.myalicdn.com/gc/hnttdysjd_1/index.m3u8
79,https://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8
80,https://gcalic.v.myalicdn.com/gc/hnttlhzjd_1/index.m3u8
81,https://gcalic.v.myalicdn.com/gc/lhszjsp_1/index.m3u8
82,https://gcalic.v.myalicdn.com/gc/lhssjzd_1/index.m3u8
